5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
5	[0.0, -0.0, 0.0]	[0.0, 1.8200000524520874, 2.0]
